comments,ID
 Có cái app tên là its beauty trên appstore nhé Ib hỏi người ta sao đặt tên thế kìa,998
Haha  Its beauty để diễn tả it là vẻ đẹp Vd whats on your face Its beauty Nghĩa là có sự xinh đẹp trên mặt cô gái It ở đây là sự xinh đẹp,999
How is the weather there Its beautiful Ở đây it ám chỉ thời tiết và nó có tính chất đẹp,1000
Trong ví dụ của cô giáo người ta đang giải thích lí do dùng email nên ko thể dùng its security Vì email và sự an toàn là 2 khái niệm khác nhau,1001
 Bạn ơi bạn đang lái chủ đề rồi T và bạn kia đang nói tới cái khác k phải là cái trong ví dụ cô giáo kia bảo,1002
 Rồi thì t có nói ai sai ai đúng trong video không vậy bạn T nói về vấn đề khác với bạn kia mà bạn,1003
 T không biết bạn kia xoá comment hay chi nhưng lúc t rep bạn kia nói its safety là sai không bao giờ dùng trong khi nói,1004
chẳng lái chủ đề có người dùng its beauty thì ko phải lúc nào nó cũng đúng Phải tuỳ vào ngữ cảnh vì its beauty and its beautiful khác nghĩa,1005
 Thế đọc comment khác của t trong bài đi T rep bạn khác vẫn bảo tùy ngữ cảnh rep từ lâu rồi nhé Chưa đọc hết mà đòi đánh giá cái gì,1006
Bạn mới lái chủ đề thì có tui hỏi sự khác nhau giữa beauty và beautiful tự nhiên gửi cái link Tui có nói là ko đc xài its beauty đâu ,1007
 Bạn thắc mắc thì t nói luôn là hỏi người ta là ib mà hỏi thằng tạo app cho chính xác T nói bạn có nghe k tới comment cũ của t cũng chả đọc,1008
Nói thế thì chịu r ,1009
Bỏ aan hay the cũng ko sai đâu nhé,1010
 Dô tầm ngắm cụa cô r đợt này qua môn hơi căng ,1011
Bn này nếu nói vs cô vậy thì qua môn là chuyện thường thôi,1012
Tuổi trẻ háo thắng Tranh luận để tìm ra câu trả lời hợp lý 1 trong 2 bên quá bảo thủ thì ko nên tranh luận nữa Ai ko kiềm chế được cảm xúc người đo,1013
Hồng Hải học chung đssc là bữa hít đc giống dì nè,1014
Sợ nha má,1015
cô cũng đâu có điều chỉnh thái độ đâu,1017
cô thử là gv và có hs tranh luận bằng thái độ đó và còn dùng cái bút hướng vào mặt mình thì liệu cô có giữ bình tĩnh nổi k  cô giáo đã khác tốt tính,1018
đừng cứ nghĩ là giáo viên mình ko dc tranh luận  tranh luận là quyền của con người gv ko phải 100đúng,1019
Mà khoan đi mn secured nó là động từ mà  đó h chỉ bik secure là tính từ thôi á ,1020
lên oxford tra thử coi động hay tính rồi hẵn hỏi,1021
Tranh luận là tốt nhưng quan trọng thái độ ông kia thái độ gồm tông giọng nét mặt  chứ k phải chỉ từ ngữ xưng hô thôi đâu,1022
Có xem full clip chưa Giáo viên mới là người mất bình tĩnh nhé bạn đó chỉ là đang bảo vệ luận điểm của mình và tranh luận rất bình thường k hề tđộ,1023
its safety ko sai vì safety là N kdd v nên có thể lượt bỏ mạo từ Its  Nkdd về lý thuyết là đúng,1024
ok,1026
Nhg mà ngta đang nói là sau tone có thể cộng vs dtu k đếm đc bạn kia cứ k định là tính từ ,1027
tranh luận xong cuối năm thi lại nha con ,1028
mắc gì phải thi lại em Muốn rớt môn đâu có dễ v Với lại mỗi môn đều có Feedbakc cho Gvien nữa mà,1029
Mỗi môn trường đều yêu cầu học sinh đánh giá thầy cô bạn nhé Học vẫn ra học nếu sau này cô không công bằng vẫn có quyền điền trong mẫu đánh giá nhé,1030
Trường em đánh giá cũng như không  tại cô là con của người đồng sáng lập trường ở hoài k đc ban,1031
Mình không biết trường tư sao chứ trường công là mấy thầy cô hy vọng sv đánh giá tốt cho mấy thầy lắm,1032
ko dễ ở lại đâu,1033
chuẩn luôn từng dìm gv 1 lần sợ luôn,1034
Ng giỏi thì k sợ thi lại b ơiii giỏi thì ở đâu cũng sống đc,1035
tranh luận vậy mới bt đc thực lực như nào và thầy cô để ý hơn mà để ý ko phải theo hướng tiêu cực mà là hướng tích cực tốt cho bản thân,1036
Rồi xong khỏi sinh viên nào muốn tranh luận luôn ,1037
Gì vậy học đại học khác mà  mỗi cô dạy 1 môn dạy xong thì out cô khác vào chứ đâu dạy cả 1 năm như thời THPT đâu em,1038
Tâm sinh tướng ,1039
Đúng rùi nhìn thấy dữ qué,1040
ai đ v ạ,1041
ai cũng đúng,1042
phương Trang_Thu ha tôi và chị Thảo chuối nhưng mỏ tôi kh hỗn,1043
m kh hỗn với cô Thảo thế còn cô Thuỳ thì sao,1044
 tôi đâu có hỗn,1045
T nhớ con bạn t học nna bà cô sai rành luôn nó với bà cô cải nó cứ ghim bả sau này bả mở trung tâm biết nó giỏi nên mời về đứng lớp nhưng k nó tự mở,1046
Lớp dạy Nó ghét hồi xưa bả chuyên đì nó,1047
Kể chuyện gì vậy trời Đọc lú luôn,1048
Ê t đọc cái hiểu luôn mà sao m kì dị tự bỏ dấu dô đi,1049
Tui còn phát hiện ra giảng viên nn trường tui lấy tài liệu ielts của tùng đặng dạy Ielts lại cho tụi sv nữa kìa  V mà tui k nói gì hết,1050
Cãi đi rồi thi lại nha ,1051
học lại chứ cho thi lại cũng mừng ,1052
tk này hiếu thắng quá sông sâu tĩnh lặng lúa chín cúi đầu ,1053
Tuổi nàythái độ này thì làm gì biết tĩnh lặng cuối đầu ,1054
Đúng bạn,1055
Đạo lí nữa,1056
Thực ra thì kiến thức cũng sợ bị lạc hậu bị thiếu sót tui đi dạy cũng sợ sai sợ thiếu nên luôn cẩn trọng vs sv vì ngày nay sv tự học rất giỏi,1057
Tuy nhiên nếu bị bắt bài thẳng thừng như v tất nhiên gv nào cũng sẽ bị bực vì họ cũng học bài bản ra nên có gì các bạn cứ từ từ nhỏ nhẹ thui,1058
Nhiều năm trc mình thường xuyên trao đổi với thầy dạy toán chưa bao giờ lấy tinh thần hơn thua để như này cả Nhiều khi mong đến ra chơi để thảo luận,1059
Tranh luận là cùng nhau phát triển Nói chung nếu mình mà thầy giáo thì mình sẽ ưu tiên cái đó Vì có nhiều nhân tài hay học sinh cấp 3 giỏi hơn thầy,1060
Vấn đề đáng nói là thái độ mà bạn  như thầy mình mà sai thì hoan hỉ Tôi thử các em đôi bên vẫn vui,1061
Tính hơn thua là động lực học hành đấy bạn Dù là tiêu cực nhưng cái đó thúc đẩy các bạn học đấy,1062
Quan điểm của tôi là nên đặt vào trong ngữ cảnh mới biết ai đúng ai sai về mặt ngữ pháp Còn về mặt thái độ SV nên tiết chế,1063
Mun m có hoc bà này hong,1064
chưa học tiếng anh cô này nhưng nhìn quen quen v,1065
Thái độ hơn trình độ e oi ,1066
cô giáo ns lớn tiếng chứ bạn nam này thái độ chỗ nào,1067
Xem clip chưa mà phán,1068
khanh chii th khánh à,1069
chắc chắn v r,1070
Lý Ngô lại là hutech,1071
Ồ wow,1072
Thái độ hơn trình độ nha em trai,1073
Hồi đó t học 12 rồi thầy t sai xong lớp t tranh luận với thầy  thầy t khoái lắm  toàn bảo đó thấy chưathầy sai cái mấy đứa biết liền giỏi,1074
 Thầy kêu  khi giải quyết vấn đề mấy đứa biết mà còn thuyết phục được người khác theo được ý kiến của mình thì đó là giỏi  3,1075
Thầy xử lý hay đó Vậy vừa ko quê vừa đc hs yêu thương T mà vậy t cho đứa tranh luận 10d luôn,1076
Hhh thỉnh thoảng chị cũng v,1077
Thái độ hơn trình độ,1078
Thanh Truc ,1079
béquyen ,1081
kiểu như tui đợi bà ngày này lâu lắm r ,1083
gv cũng z,1084
Này là cãi lộn not tranh luận,1085
Tranh luận khác với cải lộn nha trời Tranh luận là xây dựng với tiếp thu cả 2 Còn cải lộn là thắng cho bằng được nha,1086
Trung bình Genz,1088
Hải Anh troi oi toi thấy cái áo quen quen,1089
Xưa thực tập xong cũng hay ở lại tranh luận vs gv Cô trò vui vẻ vấn đề đc giải quyết Ai lại căng thẳng vậy,1090
chiss khà khà khò khò  lớp mình có tận 2 đứa,1091
bà gv nóng tính lớn tuổi nhưng ko giữ dc bình tĩnh,1092
Tiên học lễ hậu học văn,1093
Xưa thầy cô khác Giờ thầy cô cũng khác Nên học sinh cũng khác,1094
Tranh luận khác tranh cãi nhé ,1095
Có những cái phải khôn phải khéo biết cách trình bày vấn đề để đôi bên win win  Chứ như này thì hỏng Không bao giờ giải quyết đc ,1097
Tranh luận là tốt với hướng phát triển Nhưng phải Tôn sư trọng đạo,1098
ông này nên bình tĩnh hơn trong lời nói,1099
mấy bạn IELTS đâu ai đúng zạ tui khum bt lun cãi nhau ghê quá nhưng tui thấy cô đúng mà,1100
aviiinayy m thấy chx sửa cái lỗi chỉ chỉ gv đi nha,1101
bchauu_12 để đây và k nói j chắc m cx hiểu ,1102
thanhngan04 hu tét nè,1103
gần thi lm z bị ghim hơi mệt ý,1104
Có thể cậu ấy đã quá tự tin vào năng lực bản thân bản thân mình ngày xưa đôi lúc giáo viên sai cả lớp dơ tay r hỏi qua lại chứ chả ai như thế này ,1105
Quan trọng là thái độ và kỷ luật ,1106
Đính chính lại là mình từng học cô này nha Cô tuy hơi nóng tính nhưng rất thương sv Cứ đi học đầy đủ ko vắng là auto đqt trên 7,1107
học lễ trc học văn sau,1108
Nhìn mặt bạn hs chất lượng vãi ,1109
Hic xưa mình đại học cũng 1 lần lên tranh luận với thầy tin học nhưng mà là tranh luận thêm phương án Phải tôn trọng giảng viên chứ nhỉ,1110
It is  N hoàn toàn đúng Ví dụ như trong câu chẻ It is security that comes first in this company,1112
Hồi đó nói cô Tiếng Anh sai cấu trúc cái bị ghim 2 năm luôn ,1113
thẳng thắng có chính kiếm là tốt nhưng cần khiêm nhường lễ độ,1114
Thi lại nha,1115
hay ra zẻ,1116
Trong cuộc trang luận người mất bình tĩnh là người đó thua,1117
Tuổi trẻ tài lanh ,1118
bạn này tính hiếu thắng ấy,1119
Tính khí của tui giống bạn này nè nhưng ko dám bộc phát ở lớp học đâu Mình sẽ rút kinh nghiệm,1120
Mình thấy ban đầu Cô Giáo có vẻ mất Bình tĩnh hơn đó chứ,1121
Tuổi này nó thế,1122
lên đại học lớp t với giản viên tranh luận như 2 bà bán rau bán thịt ở chợ,1123
Mình chưa thấy ai thật sự giỏi mà đi cải tay đôi với gv dù là gv đúng hay sai,1124
Cãi cô là đi xa điểm quá trình 4đ dìa chỗ,1125
Cả hai sai,1126
Tâm sinh tướng,1127
thích thể hiejen,1128
Hồi xưa t cũng cãi với cô tiếng anh nhưng mà vê phát âm,1129
Giờ làm giáo viên mệt mỏi thiệt sự Không biết mình dạy nó hay nó dạy mình nữa,1130
Này chắc gv dạy thêm dạy 1 đường gv trường dạy nẻo tranh nhau chứ gì,1131
cô đúng,1132
Thấy áo hutec,1133
Qua ueh hc chug tui nè hc hutech hơi phí vs a,1134
t mà tranh luận kiểu z vs giáo viên là cả đời học sinh bị ghim ,1135
battle ,1136
này hỏng phải tranh luận này là cãi lộn lun rồi,1137
Không bt sao chứ nếu là bài gv cho làm trên lớp thì 1 là đáp án trong sách 2 là đã làm trc và giải trc Khó sai lắm  vs ông kia kiến thức cũng,1138
Muốn chứng tỏ hơn,1139
Rồi cô trò hiểu nhau chưa ,1140
Đây gọi là tranh cãi chứ tranh luận gì,1141
Mỹ Duyên hình như trường mình kkk,1142
Tuổi trẻ chua trãi sự đời ,1143
Huong_vina hutech kìa,1144
T thấy bả la ông kia,1145
nhushine17 quen k,1146
pt e tranh luận vs Mr dan lee đi,1147
Sau it is là một danh từ số ít thì phải có giới từ a nếu chỉ số nhiều thì phải thêm s hoặc es,1149
cô lắng nghe học sinh mà hs kg lắng nghe,1150
muốn học thì phải im lặng,1151
hồi xưa bà cô tiếng anh t phải nể bạn t vì nó đã sửa và chỉ bả lại cách dạy mới dễ hiểulên nói chuyện bằng tiếng anh với bả luônmôn anh 10đ không cần kiểm tra luôn sau mới biết mẹ nó người Úc,1152
Điều 1 gv luôn đúng điều 2 lặp lại điều 1,1153
biết được tí chữ là đòi bật thầy ngay đấy,1154
Không thể tưởng tượng nổiKiếm_thêm_thu_nhập288,1155
Không thể tưởng tượng nổinhà_làm_đơn_giản888,1156
Không thể tưởng tượng nổiCơ_hội_làm_thêm288,1157
Không thể tin được thêm_nhà_tinh_tế88,1158
nice combat,1159
Tuổi trẻ háo thắng,1160
mấy đứa buồn vệ sinh,1161
t cãi vs giáo viên nc ngoài,1162
không biết là câu chuyện sao nma thái độ v là k đc r trừ 100 điểm thanh lịch nha,1163
ko má nào chịu thua má nào ,1164
V ai đúng,1165
rồi rốt cuộc ai đúng ai sai,1166
myhanh áp lực ngang hong,1167
r ai đúng,1168
Nghe phát âm của giáo viên ,1169
Cái câu trắc nghiệm cô giáo đưa ra không hợp lí vì có 23 lựa chọn đúng,1170
Thu Trang dui dẻ lun,1171
Anh này tui thấy trong cuộc tranh luận đều nói chuyện rất nhẹ nhàng chứ không hề có thái độ nóng nảy như người gv kia,1172
Nhường một chút thì chẳng mất j,1173
khi giáo viên bảo có giỏi thì lên dạy thay tôi đi,1174
quan trọng là ai đúng ai sai,1175
TammyandEnglishai đúng chị,1176
thôi để vài năm nữa đời sẽ dạy e,1178
dạy GV luôn  thái độ dữ z trời,1179
maat day,1180
zuizekoquao ,1181
Sisimon history,1182
Woahmail17228y0,1183
hutech cơ sở nào đây,1184
khu E chắc r,1185
Khu E,1186
cửa kiếng đó khu E thuiiiii ,1187
Tuổi trẻ chưa hiểu sự đời ,1188
Mặt cố giáo cung ko phải vừa mà mng nói thái độ của chang trai,1189
sai,1190
Thật ra thì với gv lớn tuổi như vậy thì dù có nói riêng hay nói chung thì người ta cũng không chịu thua đâu ,1191
Chuẩn đi học sợ nhất bị gv ghim k dám nói ra ủng hộ bạn này nhưng lo sau này bạn bị ghim quá,1192
bởi vì cô dạy đúng mà chẳng lẽ lại chịu thua trước lỗi sai của học trò của sinh viên Để tốt nghiệp ra vẫn nghĩ lỗi sai của mình là đúng ,1193
Đại học nên học xong cũng nhanh lắm bạn  cùng lắm là gần 1 tháng là hết gặp gv đó à,1194
ủa chứ cô có sai đâu cô đang cố giải thích là sau tobe  N là đúng mà và cô cũng đâu có chọn security đâu mà nói cô sai,1195
Ng có hai thứ tóc khó cúi đầu trc ai lắm,1196
Má ôi cô dạy đúng đó trời  thằng nhóc này nó ko phân biệt được cấu trúc,1197
Cứ làm như cái gì áp dụng công thức cũng đúng ý ,1198
Học av thì nên đi đôi với áp dụng nói chuyện với ng nước ngoài đừng có học trên lý thuyết là xong  là đủ,1199
cô có sai đâu mà nhận á,1200
vâng chứ s b be  Nkdd vẫn đúng,1201
Im a teacher,1202
Đúng ngữ pháp là để viết chứ nói mấy ai đúng toàn bộ ngữ pháp đâu,1203
Cô có sai đâu bạn bạn có xme clip phân tích về phần kiến thức này chưa,1204
phần vì tự ái phần về sĩ diện,1205
ủa cô ví dụ có sai đâu nhưng có điều áp dụng thực tế k ai sài v ,1206
đúg đúg,1207
Đúng nha Học thêm đi,1208
Ma GV dau sai dau ban sn đang kieu ra ve do chu,1209
chẳng đúng thì sai à ,1210
tobe đi với 4 loại lận đúng rồi mà,1211
Chỉ mặt gv luôn,1212
chỉ vào bảng mà,1213
cái thái độ của bạn nam là muốn hơn thua rồi,1214
coi hết clip chưa  anh này vẫn bình tĩnh và rất lễ phép mà,1215
Nc kiểu v là lễ phép dữ chưa bạn,1216
nói chuyện dạ thưa với người lớn là bản năng thôi nhưng bên trong muốn háo thắng và hơn thua giáo viên rồi,1217
người ta đánh giá thái độ là phải qua tông giọng á bạn chứ đánh giá qua từ ngữ chỉ là phần nhỏ thôi,1218
Trên báo phân tích gv ko sai đâu,1219
Thì mình có nói gv sai đâu ạ,1220
vấn đề hs đag tranh luận,1221
coi hết video hãy nói,1222
Ờ suy nghĩ kiểu vậy để xem đậu nv1 nổi k,1223
Đậu chứ chú,1224
Thầy mình còn khuyến khích cãi lộn cho 10 nữa nè,1226
Thầy bạn khuyên thế nào nhưng cx phải kính trên ngồi ở dưới thì đấy là lẽ,1227
tranh luận là tốt mà b thầy t khuyên là nên cãi với thầy càng nhiều càng tốt luôn ấy,1228
bạn đừng có từ miệng 1 thầy mà áp dụng vs toàn bộ giáo viên,1229
Mình đang viết để bạn hiểu rõ hơn nhưng mà nó giới hạn ký tự nên ko viết tiếp được Nên thôi sau này trải nghiệm nhiều sẽ cho mình nhiều kinh nghiệm,1230
tranh luận là tốt nhưng qtrong ở thái độ,1231
Nói chung trao đổi riêng chứ như này giáo viên cảm thấy bị lên mặt họ ko bình tĩnh đc đâu,1232
Mình cảm thấy có thể trực tiếp công khai lun vì tất cả các bn sinh viên đều sẽ đc học trau dồi kt mới Chỉ là nên bình tĩnh tiết chế hơn,1233
nếu vì sĩ diện mà k bình tĩnh thì đó là lỗi của giáo viên,1234
Chính xác chỉ cần nói giỡn em về ngồi đi để Cô coi lại chỗ nàylàm hồi Cô rối là khỏi dạy luôn á,1235
Ở độ tuổi nhóc này ai có con em đi sẽ hiểunó ngông thì đúng hay sai nó cũng phải ngôngsai rồi quê thui thủi k muốn xin lỗiphải chủ động là hoà bỏ q,1236
chắc chắn là gv rồi bạn ạ nma vấn đề phần lớn mình thấy người việt bảo thủ điển hình như việc mình ko thể nói lí vs bố mẹ đc bị kêu hỗn là chắc,1237
Có những thứ giáo viên sai nhưng nên trao đổi riêng là được rồi,1238
Có những thứ là có những việc gv sai á trời  đọc là hiểu mà ng ta đâu có nói gv này nọ đâu b,1239
Sao bạn bt gv sai vậy  chỉ tui với,1240
Naz gv co sai dau troi,1241
gv sai đâu  bạn nam sai mà ,1242
z là bị gv thao túng tâm lý rồi ,1243
do b đọc không hiểu với chủ cmt viết k có dấu nên hiểu lầm thôi chứ đúng là có những thứ giáo viên á,1244
ủa z hảbạn bỏ dấu phẩy vô cái t đọc k hiểu luôn,1245
giái viên sai cũng có thể trao đổi ngay tại lớpvs tinh thân tranh luận văn minh lịch sự tôn trọng,1246
ai bảo b cô giáo cũng chả sai,1247
Những thứ ở đây là something chứ k có ý xúc phạm gv đâu Bạn hiểu lầm r,1248
Vậy cô sai chỗ nào,1249
Kh phân biệt được countable vs uncount rồi mà đúng cái gì,1250
gì vậy mẹ ,1251
Nên nhớ Tiên học lễ hậu học văn ,1252
Mình đã coi clip gốc và thấy hs mất bình tĩnh trước ,1253
coi clip gốc đi Nam sinh bình tỉnh giải quyết chỉ có giáo viên mất bình tỉnh thôi Báo mà đưa giáo viên sai sao đc,1254
Nhưng thật ra gv đúng mà bạn,1255
đi học trễ nghỉ học lun,1256
Thằng này sinh năm bnh v,1257
Cái này đã đè nén hangd ngàn thế hệ HS HS phải phản biện lại,1258
tiên học lễ,1259
lễ phi phai đi em,1260
lễ phi phai liệt tiếng việt hả em,1261
vậy free fire mới đúng à nhưng mà free fire là tiếng anh mà liệt tiếng Việt đâu ra,1263
Háo thắng,1264
Xem full clip chưa mà phán Tranh luận bảo vệ luận điểm thì háo thắng kiểu gì,1265
Xem rồi bạn ạ xem trước khi cả xem clip này thấy bạn cũng cmt bênh bạn ấy bên đó mỗi người mỗi góc nhìn mình kh muốn đôi co với bạn,1266
nói háo thắng đúng rồi nhắm hiểu biết bằng giáo viên ko cải cố đang nói công thức của nó là đúng,1267
Này chắc người thân hoặc bạn bè của th đó vào bảo vệ luận điểm giúp hắn ta ,1268
Ủa mắc gì ném đá Thà trận luận cho nó căng đét lên vậy á rồi gv là người thắng thì mới thuyết phục chứ Chứ hổng lẻ ngồi im im ngủ suốt buổi,1269
Không ai cấm tranh luận nhưng bạn phải biết bạn tranh luận với ai và thái độ cử chỉ lời nói cũng phải lễ độ Tranh luận khác với hỗn,1270
Thầy cô sai k phải cái cớ để mình hỗn hào z là b làm b thiệt đó,1271
câu  tiên học lễ hậu học văn được dạy từ c1 chả có ý nghĩa j vs bạn à,1272
Thái độ nó như vậy kêu gv bình tĩnh Tiên học lễ bỏ đâu rồi bạn Thầy cô không bình tĩnh là học trò được thái độ lại Hòn đá ném đi hòn chì ném lại,1273
Gv cũng không giữ được bình tĩnh được nữa đồ hs bình tĩnh lễ độ,1274
Mầm mầm,1275
Bruce Anh,1276
_ngocc_,1277
Thế Lợi Lê,1278
Thư Đinh,1279
Bia,1280
Trúc Thuỷ,1281
Nhóc Rin,1282
nhibui525,1283
tthv illi,1284
wuanghuy_07,1285
Quách Thiên Hoa,1286
NgoVietHoang8897,1287
khatienganh,1288
KV Tran,1289
7 điểm toán thì đổi tên co ka,1290
Xiao Hong Shun,1291
haha,1292
quinnnek,1293
kbxkdk,1294
Thôi cho thằng này lên làm thầy luôn đi cô,1295
Cái này là muốn dăng mặt gv thì có chứ tranh luận gì,1296
Em khỏi luôn Khỏi học môn tôi,1297
sao hay ra dẽ qua à ,1298
có tài giỏi như thế nào nữa cũng ko nên như vậy nah ,1299
 đầu thai ở Mỹ thì ko phải học ngữ pháp,1300
tốt nhất khỏi tranh luận  tranh luận cx bị nói này nọ,1301
tưởng hutech toàn clip sếchhoá ra cũng có học,1302
Cô dạy k sai chỉ có cái cô chưa giải thích để em trai hiểu là safety hay seccurity là dt k đếm đc nên k cần thêm mạo từ a an,1303
Con nít mà thiếu kiểm soát là điều hiển nhiên sao lại đi trách con nít,1304
à cô dạy  Không dựa vô câu hỏi mà cứ It is noun với it is adj hoài  ví dụ cho b này,1305
Cái mỏ của nó nói lên tất cả mà ,1306
Mây ngôn ngữ Anh lên tiếng cái đi hả,1307
Nếu muốn chắc là gv duun hay sai thì giả bộ phát biểu à thầy ơi cô ơi em thấy như này em nghĩ cái kia sẽ đúng được không ạ Chứ ở đâu ra mà cãi,1308
cứ góp ý thôi sao mún ngồi lên đầu cô giáo thế,1309
Này là háo thắng 1001 trường hợp tranh luận nhưng đc chấp nhận Khứa này tao chê,1310
Ủa có thật sự xem clip k Bạn sv này đang TRANH LUẬN rất điềm tĩnh chứ KHÔNG MẤT BÌNH TĨNH như cô giáo viên kia đừng có đá tus bậy bạ đổ tội bạn đó,1311
cắt video ko  coi video gốc mới biết giao viên mất bình tĩnh cỡ nào  ông học sinh đó rất bình tĩnh nha má  có bà giáo viên giẫy đành đạch j luôn,1312
Ủa cái khúc beaty là sai rồi It is beaty chứ sao a đc nó chỉ là mạo từ dùng cho danh từ sao cho tính từ đc,1313
lulubunny319,1314
